,age,gender,child_total,dependants,socstatus_work_fl,socstatus_pens_fl,personal_income,agreement_rk,target,loan_num_total,loan_num_closed
82,22.0,0.0,0.0,0.0,не работает,пенсионер,15000.0,63636120.0,0.0,1,1.0
83,22.0,0.0,0.0,0.0,не работает,пенсионер,15000.0,63918837.0,1.0,1,0.0
84,22.0,0.0,0.0,0.0,не работает,пенсионер,15000.0,64353559.0,0.0,1,0.0
85,22.0,0.0,0.0,0.0,не работает,пенсионер,15000.0,64435847.0,0.0,1,0.0
86,22.0,0.0,0.0,0.0,не работает,пенсионер,15000.0,64445876.0,0.0,1,1.0
87,22.0,0.0,0.0,0.0,не работает,пенсионер,15000.0,64594349.0,1.0,2,1.0
88,22.0,0.0,0.0,0.0,не работает,пенсионер,15000.0,64602034.0,0.0,1,1.0
89,22.0,0.0,0.0,0.0,не работает,пенсионер,15000.0,73823177.0,0.0,1,0.0
90,22.0,0.0,0.0,0.0,не работает,пенсионер,16000.0,61539206.0,0.0,1,0.0
91,22.0,0.0,0.0,0.0,не работает,пенсионер,16000.0,61832255.0,0.0,1,1.0
92,22.0,0.0,0.0,0.0,не работает,пенсионер,16000.0,61919960.0,0.0,3,2.0
93,22.0,0.0,0.0,0.0,не работает,пенсионер,16000.0,73821544.0,0.0,1,0.0
94,22.0,0.0,0.0,0.0,не работает,пенсионер,17000.0,61258295.0,1.0,1,0.0
95,22.0,0.0,0.0,0.0,не работает,пенсионер,17000.0,61968605.0,0.0,2,2.0
96,22.0,0.0,0.0,0.0,не работает,пенсионер,17000.0,62611343.0,0.0,1,0.0
97,22.0,0.0,0.0,0.0,не работает,пенсионер,17000.0,63994193.0,0.0,2,0.0
98,22.0,0.0,0.0,0.0,не работает,пенсионер,18000.0,62094825.0,0.0,1,0.0
99,22.0,0.0,0.0,0.0,не работает,пенсионер,18000.0,62379524.0,0.0,1,0.0
100,22.0,0.0,0.0,0.0,не работает,пенсионер,18000.0,62508395.0,1.0,2,1.0
101,22.0,0.0,0.0,0.0,не работает,пенсионер,18000.0,63598699.0,0.0,1,0.0
102,22.0,0.0,0.0,0.0,не работает,пенсионер,19000.0,61055796.0,1.0,1,1.0
103,22.0,0.0,0.0,0.0,не работает,пенсионер,20000.0,61304083.0,0.0,1,0.0
104,22.0,0.0,0.0,0.0,не работает,пенсионер,20000.0,61915159.0,0.0,1,1.0
105,22.0,0.0,0.0,0.0,не работает,пенсионер,20000.0,64465540.0,0.0,1,0.0
106,22.0,0.0,0.0,0.0,не работает,пенсионер,21000.0,64435754.0,0.0,1,0.0
107,22.0,0.0,0.0,0.0,не работает,пенсионер,24000.0,63604854.0,0.0,1,0.0
108,22.0,0.0,0.0,0.0,не работает,пенсионер,24000.0,67095158.0,0.0,2,1.0
109,22.0,0.0,0.0,0.0,не работает,пенсионер,25000.0,61033748.0,0.0,1,1.0
110,22.0,0.0,0.0,0.0,не работает,пенсионер,26000.0,60186495.0,0.0,1,0.0
111,22.0,0.0,0.0,0.0,не работает,пенсионер,29000.0,62490841.0,0.0,1,1.0
112,22.0,0.0,0.0,0.0,не работает,пенсионер,30000.0,61247223.0,0.0,1,0.0
113,22.0,0.0,0.0,0.0,не работает,пенсионер,30000.0,62090541.0,0.0,1,0.0
114,22.0,0.0,0.0,0.0,не работает,пенсионер,30000.0,63915019.0,0.0,1,0.0
115,22.0,0.0,0.0,0.0,не работает,пенсионер,35000.0,63900268.0,0.0,1,0.0
116,22.0,0.0,0.0,0.0,не работает,пенсионер,40000.0,61961167.0,0.0,1,0.0
117,22.0,0.0,0.0,1.0,не работает,пенсионер,10000.0,67174616.0,0.0,1,1.0
118,22.0,0.0,0.0,1.0,не работает,пенсионер,12000.0,61312111.0,0.0,2,1.0
119,22.0,0.0,1.0,0.0,не работает,пенсионер,8000.0,59923386.0,0.0,1,1.0
120,22.0,0.0,1.0,0.0,не работает,пенсионер,20000.0,64898724.0,1.0,1,0.0
121,22.0,0.0,1.0,1.0,не работает,пенсионер,8000.0,60107583.0,0.0,1,0.0
122,22.0,0.0,1.0,1.0,не работает,пенсионер,8000.0,62080605.0,0.0,1,0.0
123,22.0,0.0,1.0,1.0,не работает,пенсионер,12000.0,60106770.0,0.0,1,0.0
124,22.0,0.0,1.0,1.0,не работает,пенсионер,12000.0,63004431.0,0.0,1,0.0
125,22.0,0.0,1.0,1.0,не работает,пенсионер,12000.0,72272139.0,0.0,1,0.0
126,22.0,0.0,1.0,1.0,не работает,пенсионер,13000.0,61078527.0,0.0,1,1.0
127,22.0,0.0,1.0,1.0,не работает,пенсионер,20000.0,62239875.0,0.0,2,1.0
128,22.0,0.0,1.0,2.0,не работает,пенсионер,10000.0,66969639.0,0.0,1,0.0
129,22.0,0.0,1.0,2.0,не работает,пенсионер,12000.0,59923884.0,0.0,1,1.0
130,22.0,0.0,1.0,2.0,не работает,пенсионер,16000.0,63371070.0,0.0,1,0.0
131,22.0,1.0,0.0,0.0,не работает,пенсионер,4000.0,65569597.0,0.0,1,1.0
132,22.0,1.0,0.0,0.0,не работает,пенсионер,4000.0,66092531.0,0.0,1,1.0
133,22.0,1.0,0.0,0.0,не работает,пенсионер,4400.0,66082968.0,0.0,2,2.0
134,22.0,1.0,0.0,0.0,не работает,пенсионер,5000.0,66082563.0,0.0,1,1.0
135,22.0,1.0,0.0,0.0,не работает,пенсионер,5000.0,66199297.0,1.0,1,0.0
136,22.0,1.0,0.0,0.0,не работает,пенсионер,5000.0,66200566.0,0.0,1,0.0
137,22.0,1.0,0.0,0.0,не работает,пенсионер,5500.0,66091180.0,0.0,1,1.0
138,22.0,1.0,0.0,0.0,не работает,пенсионер,6000.0,65412743.0,0.0,1,1.0
139,22.0,1.0,0.0,0.0,не работает,пенсионер,6000.0,66078954.0,0.0,1,1.0
140,22.0,1.0,0.0,0.0,не работает,пенсионер,6000.0,66192989.0,0.0,1,0.0
141,22.0,1.0,0.0,0.0,не работает,пенсионер,6000.0,66968326.0,1.0,1,0.0
142,22.0,1.0,0.0,0.0,не работает,пенсионер,6000.0,74022444.0,0.0,1,1.0
143,22.0,1.0,0.0,0.0,не работает,пенсионер,6500.0,61367966.0,0.0,1,0.0
144,22.0,1.0,0.0,0.0,не работает,пенсионер,7000.0,61105334.0,1.0,1,0.0
145,22.0,1.0,0.0,0.0,не работает,пенсионер,7000.0,65398421.0,0.0,1,1.0
146,22.0,1.0,0.0,0.0,не работает,пенсионер,7000.0,65403518.0,0.0,2,2.0
147,22.0,1.0,0.0,0.0,не работает,пенсионер,7000.0,65411740.0,0.0,1,1.0
148,22.0,1.0,0.0,0.0,не работает,пенсионер,7000.0,65484270.0,0.0,1,1.0
149,22.0,1.0,0.0,0.0,не работает,пенсионер,7000.0,66084841.0,0.0,1,1.0
150,22.0,1.0,0.0,0.0,не работает,пенсионер,7000.0,66196644.0,0.0,1,0.0
151,22.0,1.0,0.0,0.0,не работает,пенсионер,7000.0,72292629.0,0.0,1,0.0
152,22.0,1.0,0.0,0.0,не работает,пенсионер,7000.0,74035916.0,0.0,1,0.0
153,22.0,1.0,0.0,0.0,не работает,пенсионер,7000.0,74038489.0,0.0,1,0.0
154,22.0,1.0,0.0,0.0,не работает,пенсионер,7000.0,74175212.0,0.0,1,0.0
155,22.0,1.0,0.0,0.0,не работает,пенсионер,7100.0,66200802.0,0.0,1,0.0
156,22.0,1.0,0.0,0.0,не работает,пенсионер,7500.0,65415812.0,0.0,1,1.0
157,22.0,1.0,0.0,0.0,не работает,пенсионер,7500.0,66188460.0,0.0,1,0.0
158,22.0,1.0,0.0,0.0,не работает,пенсионер,7700.0,67012286.0,0.0,1,1.0
159,22.0,1.0,0.0,0.0,не работает,пенсионер,8000.0,59973367.0,1.0,1,0.0
160,22.0,1.0,0.0,0.0,не работает,пенсионер,8000.0,61958193.0,1.0,1,0.0
161,22.0,1.0,0.0,0.0,не работает,пенсионер,8000.0,64375096.0,0.0,1,0.0
162,22.0,1.0,0.0,0.0,не работает,пенсионер,8000.0,65410698.0,0.0,1,1.0
163,22.0,1.0,0.0,0.0,не работает,пенсионер,8000.0,66083302.0,0.0,1,1.0
164,22.0,1.0,0.0,0.0,не работает,пенсионер,8000.0,66705466.0,0.0,2,1.0
165,22.0,1.0,0.0,0.0,не работает,пенсионер,8000.0,66769762.0,0.0,2,1.0
166,22.0,1.0,0.0,0.0,не работает,пенсионер,8000.0,66889336.0,0.0,1,0.0
167,22.0,1.0,0.0,0.0,не работает,пенсионер,8000.0,66903106.0,1.0,1,0.0
168,22.0,1.0,0.0,0.0,не работает,пенсионер,8000.0,66961734.0,1.0,1,0.0
169,22.0,1.0,0.0,0.0,не работает,пенсионер,8000.0,67202088.0,0.0,1,0.0
170,22.0,1.0,0.0,0.0,не работает,пенсионер,8000.0,67234624.0,0.0,1,1.0
171,22.0,1.0,0.0,0.0,не работает,пенсионер,8000.0,75202393.0,1.0,1,0.0
172,22.0,1.0,0.0,0.0,не работает,пенсионер,8300.0,62372660.0,0.0,1,0.0
173,22.0,1.0,0.0,0.0,не работает,пенсионер,9000.0,61971854.0,0.0,1,0.0
174,22.0,1.0,0.0,0.0,не работает,пенсионер,9000.0,64458282.0,0.0,1,0.0
175,22.0,1.0,0.0,0.0,не работает,пенсионер,9000.0,65414483.0,0.0,1,1.0
176,22.0,1.0,0.0,0.0,не работает,пенсионер,9000.0,65479250.0,1.0,1,1.0
177,22.0,1.0,0.0,0.0,не работает,пенсионер,9000.0,66196731.0,0.0,1,0.0
178,22.0,1.0,0.0,0.0,не работает,пенсионер,9000.0,66200309.0,1.0,1,0.0
179,22.0,1.0,0.0,0.0,не работает,пенсионер,9000.0,67423397.0,0.0,1,1.0
180,22.0,1.0,0.0,0.0,не работает,пенсионер,9000.0,72282252.0,1.0,1,0.0
181,22.0,1.0,0.0,0.0,не работает,пенсионер,9000.0,73827779.0,0.0,1,0.0
182,22.0,1.0,0.0,0.0,не работает,пенсионер,9500.0,72283345.0,0.0,1,0.0
183,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,60099301.0,1.0,1,0.0
184,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,65398081.0,0.0,1,1.0
185,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,65402799.0,0.0,1,1.0
186,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,65417221.0,0.0,1,1.0
187,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,65420038.0,0.0,1,1.0
188,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,65423011.0,0.0,1,1.0
189,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,65482348.0,0.0,1,1.0
190,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,65490978.0,0.0,1,1.0
191,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,66085430.0,0.0,1,1.0
192,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,66188520.0,0.0,1,1.0
193,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,66198202.0,0.0,1,0.0
194,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,66199120.0,0.0,1,0.0
195,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,66202075.0,0.0,1,0.0
196,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,66751956.0,0.0,1,1.0
197,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,67423579.0,0.0,1,0.0
198,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,67440922.0,0.0,1,0.0
199,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,67540916.0,1.0,1,0.0
200,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,73846980.0,0.0,1,1.0
201,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,74654718.0,0.0,3,2.0
202,22.0,1.0,0.0,0.0,не работает,пенсионер,10000.0,75207037.0,1.0,1,0.0
203,22.0,1.0,0.0,0.0,не работает,пенсионер,10500.0,66077870.0,0.0,1,1.0
204,22.0,1.0,0.0,0.0,не работает,пенсионер,11000.0,61358067.0,0.0,1,0.0
205,22.0,1.0,0.0,0.0,не работает,пенсионер,11000.0,65420026.0,0.0,1,1.0
206,22.0,1.0,0.0,0.0,не работает,пенсионер,11000.0,66188235.0,0.0,1,0.0
207,22.0,1.0,0.0,0.0,не работает,пенсионер,11000.0,66193946.0,0.0,1,0.0
208,22.0,1.0,0.0,0.0,не работает,пенсионер,11000.0,75208403.0,0.0,1,0.0
209,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,62021562.0,0.0,1,0.0
210,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,63105980.0,0.0,1,0.0
211,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,65484404.0,0.0,1,1.0
212,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,66074677.0,0.0,1,1.0
213,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,66087101.0,0.0,1,1.0
214,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,66188754.0,0.0,1,0.0
215,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,67028524.0,0.0,2,1.0
216,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,67079736.0,0.0,1,1.0
217,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,67090924.0,0.0,2,2.0
218,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,67158113.0,0.0,2,2.0
219,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,67174366.0,0.0,3,1.0
220,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,67550221.0,1.0,1,0.0
221,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,72260930.0,0.0,1,0.0
222,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,74517164.0,0.0,2,1.0
223,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,74645581.0,0.0,1,1.0
224,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,74953773.0,0.0,2,1.0
225,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,75213251.0,0.0,1,0.0
226,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,75274692.0,0.0,1,0.0
227,22.0,1.0,0.0,0.0,не работает,пенсионер,12000.0,75278572.0,0.0,1,0.0
228,22.0,1.0,0.0,0.0,не работает,пенсионер,13000.0,62433779.0,0.0,1,0.0
229,22.0,1.0,0.0,0.0,не работает,пенсионер,13000.0,63320736.0,0.0,1,0.0
230,22.0,1.0,0.0,0.0,не работает,пенсионер,13000.0,63627152.0,0.0,2,1.0
231,22.0,1.0,0.0,0.0,не работает,пенсионер,13000.0,63905294.0,0.0,1,0.0
232,22.0,1.0,0.0,0.0,не работает,пенсионер,13000.0,66187275.0,0.0,1,0.0
233,22.0,1.0,0.0,0.0,не работает,пенсионер,13000.0,66777996.0,0.0,1,1.0
234,22.0,1.0,0.0,0.0,не работает,пенсионер,13000.0,74942137.0,0.0,2,1.0
235,22.0,1.0,0.0,0.0,не работает,пенсионер,15000.0,60402132.0,1.0,1,0.0
236,22.0,1.0,0.0,0.0,не работает,пенсионер,15000.0,62023840.0,1.0,1,0.0
237,22.0,1.0,0.0,0.0,не работает,пенсионер,15000.0,63595679.0,0.0,1,0.0
238,22.0,1.0,0.0,0.0,не работает,пенсионер,15000.0,65408399.0,0.0,1,1.0
239,22.0,1.0,0.0,0.0,не работает,пенсионер,15000.0,66086688.0,0.0,1,1.0
240,22.0,1.0,0.0,0.0,не работает,пенсионер,15000.0,66405957.0,0.0,1,1.0
241,22.0,1.0,0.0,0.0,не работает,пенсионер,15000.0,66407074.0,1.0,1,1.0
242,22.0,1.0,0.0,0.0,не работает,пенсионер,15000.0,67067205.0,0.0,1,1.0
243,22.0,1.0,0.0,0.0,не работает,пенсионер,15000.0,74841154.0,1.0,1,0.0
244,22.0,1.0,0.0,0.0,не работает,пенсионер,15000.0,74845108.0,0.0,1,0.0
245,22.0,1.0,0.0,0.0,не работает,пенсионер,16000.0,65501504.0,0.0,1,1.0
246,22.0,1.0,0.0,0.0,не работает,пенсионер,16000.0,67155185.0,0.0,1,1.0
247,22.0,1.0,0.0,0.0,не работает,пенсионер,17000.0,66200421.0,0.0,1,0.0
248,22.0,1.0,0.0,0.0,не работает,пенсионер,17000.0,67276902.0,0.0,1,0.0
249,22.0,1.0,0.0,0.0,не работает,пенсионер,17000.0,74845983.0,1.0,2,1.0
250,22.0,1.0,0.0,0.0,не работает,пенсионер,18000.0,66084492.0,0.0,1,1.0
251,22.0,1.0,0.0,0.0,не работает,пенсионер,18000.0,74018964.0,0.0,1,1.0
252,22.0,1.0,0.0,0.0,не работает,пенсионер,18000.0,74959021.0,1.0,2,1.0
253,22.0,1.0,0.0,0.0,не работает,пенсионер,20000.0,65479112.0,0.0,1,1.0
254,22.0,1.0,0.0,0.0,не работает,пенсионер,20000.0,66409401.0,0.0,1,1.0
255,22.0,1.0,0.0,0.0,не работает,пенсионер,20000.0,67173659.0,0.0,1,1.0
256,22.0,1.0,0.0,0.0,не работает,пенсионер,20000.0,67413771.0,0.0,1,0.0
257,22.0,1.0,0.0,0.0,не работает,пенсионер,20000.0,67530985.0,1.0,2,2.0
258,22.0,1.0,0.0,0.0,не работает,пенсионер,20000.0,74834753.0,0.0,1,0.0
259,22.0,1.0,0.0,0.0,не работает,пенсионер,20000.0,75271667.0,0.0,1,0.0
260,22.0,1.0,0.0,0.0,не работает,пенсионер,23000.0,67326698.0,0.0,1,0.0
261,22.0,1.0,0.0,0.0,не работает,пенсионер,23000.0,74658282.0,1.0,1,1.0
262,22.0,1.0,0.0,0.0,не работает,пенсионер,24000.0,67087053.0,0.0,1,1.0
263,22.0,1.0,0.0,0.0,не работает,пенсионер,30000.0,65496484.0,0.0,1,1.0
264,22.0,1.0,0.0,0.0,не работает,пенсионер,35000.0,67148822.0,1.0,1,1.0
265,22.0,1.0,0.0,0.0,работает,не пенсионер,18000.0,74941192.0,0.0,1,1.0
266,22.0,1.0,0.0,1.0,не работает,пенсионер,10000.0,61110370.0,0.0,1,0.0
267,22.0,1.0,0.0,1.0,не работает,пенсионер,14000.0,61236972.0,1.0,1,0.0
268,22.0,1.0,1.0,0.0,не работает,пенсионер,10000.0,66083023.0,0.0,1,1.0
269,22.0,1.0,1.0,0.0,не работает,пенсионер,18000.0,66663226.0,0.0,1,0.0
270,22.0,1.0,1.0,1.0,не работает,пенсионер,4300.0,74028160.0,0.0,1,0.0
271,22.0,1.0,1.0,1.0,не работает,пенсионер,5000.0,65503340.0,0.0,1,1.0
272,22.0,1.0,1.0,1.0,не работает,пенсионер,5500.0,74009947.0,0.0,1,0.0
273,22.0,1.0,1.0,1.0,не работает,пенсионер,5600.0,65490266.0,0.0,1,1.0
274,22.0,1.0,1.0,1.0,не работает,пенсионер,6000.0,65397741.0,0.0,1,1.0
275,22.0,1.0,1.0,1.0,не работает,пенсионер,6000.0,75291923.0,0.0,1,0.0
276,22.0,1.0,1.0,1.0,не работает,пенсионер,6500.0,61156460.0,0.0,1,1.0
277,22.0,1.0,1.0,1.0,не работает,пенсионер,6500.0,66076375.0,0.0,1,1.0
278,22.0,1.0,1.0,1.0,не работает,пенсионер,7000.0,63100129.0,1.0,1,0.0
279,22.0,1.0,1.0,1.0,не работает,пенсионер,7000.0,66073752.0,0.0,1,1.0
280,22.0,1.0,1.0,1.0,не работает,пенсионер,7000.0,75280661.0,0.0,1,0.0
281,22.0,1.0,1.0,1.0,не работает,пенсионер,8000.0,60114093.0,1.0,2,0.0
282,22.0,1.0,1.0,1.0,не работает,пенсионер,8000.0,65419977.0,0.0,1,1.0
